date,shipments_volume,new_orders,capacity,vendor_lead_time,employment,avg_work_week,wages,inventory,prices_received,prices_paid,f_shipments_volume,f_new_orders,f_capacity,f_vendor_lead_time,f_employment,f_avg_work_week,f_wages,f_capex,f_prices_received,f_prices_paid,biz_climate,f_biz_climate,capex,f_inventory
2012-08-01,0,-12,-7.0,-3.0,-3,-10.0,6.0,16.0,1.04,1.87,17,16.0,15.0,4.0,9,7.0,19.0,11.0,2.65,3.58,-4.0,18.0,8.0,6.0
2012-09-01,7,6,3.0,-1.0,0,-1.0,7.0,15.0,0.1,1.35,16,21.0,17.0,8.0,4,6.0,19.0,-1.0,-0.11,1.41,3.0,20.0,3.0,4.0
2012-10-01,-1,-2,1.0,-3.0,0,5.0,10.0,14.0,1.67,3.72,19,20.0,16.0,6.0,7,9.0,26.0,2.0,1.21,1.8900000000000001,-5.0,23.0,1.0,7.0
2012-11-01,1,0,-6.0,-3.0,2,-2.0,7.0,15.0,1.02,1.9100000000000001,23,20.0,13.0,7.0,2,6.0,25.0,7.0,0.88,0.9400000000000001,-3.0,20.0,7.0,6.0
2012-12-01,3,1,-3.0,4.0,-3,-5.0,9.0,11.0,2.5,2.46,21,19.0,10.0,0.0,3,1.0,23.0,10.0,0.89,2.32,-4.0,22.0,2.0,5.0
2013-01-01,-16,-18,-23.0,-2.0,-5,-9.0,11.0,21.0,0.78,2.25,18,20.0,9.0,5.0,0,0.0,21.0,8.0,1.49,2.52,-22.0,16.0,0.0,6.0
2013-02-01,7,-3,7.0,-1.0,3,-1.0,10.0,13.0,1.03,1.82,28,28.0,16.0,5.0,5,3.0,26.0,11.0,1.6300000000000001,2.66,1.0,24.0,13.0,6.0
2013-03-01,6,-5,-4.0,-2.0,8,10.0,6.0,14.0,0.64,1.21,26,24.0,18.0,1.0,10,11.0,24.0,13.0,1.29,1.94,1.0,26.0,9.0,7.0
2013-04-01,-4,-13,-17.0,0.0,-2,-4.0,10.0,14.0,0.51,0.42,27,27.0,17.0,3.0,2,0.0,31.0,6.0,1.1400000000000001,2.09,-12.0,22.0,0.0,3.0
2013-05-01,3,-8,-7.0,-1.0,-3,-5.0,5.0,10.0,-1.04,0.42,26,27.0,19.0,8.0,4,6.0,22.0,10.0,2.1,4.43,-3.0,25.0,7.0,5.0
2013-06-01,9,6,-2.0,1.0,1,8.0,11.0,7.0,1.1,1.79,25,25.0,20.0,2.0,12,5.0,27.0,12.0,1.47,1.9100000000000001,8.0,28.0,11.0,2.0
2013-07-01,-2,-2,-2.0,2.0,0,4.0,7.0,13.0,0.79,1.37,26,26.0,18.0,8.0,7,6.0,23.0,15.0,1.18,2.04,3.0,24.0,13.0,7.0
2013-08-01,13,7,0.0,-1.0,4,4.0,13.0,10.0,1.02,1.44,34,31.0,21.0,8.0,12,11.0,29.0,17.0,1.16,1.92,5.0,33.0,15.0,3.0
2013-09-01,-2,6,-1.0,-1.0,-3,-1.0,14.0,12.0,1.46,2.04,36,34.0,25.0,3.0,17,6.0,24.0,24.0,1.37,2.05,2.0,34.0,20.0,5.0
2013-10-01,0,1,-2.0,10.0,5,0.0,9.0,12.0,0.81,1.68,30,24.0,17.0,6.0,12,6.0,22.0,26.0,1.33,2.3000000000000003,1.0,29.0,11.0,7.0
2013-11-01,14,11,-1.0,5.0,5,9.0,13.0,12.0,0.84,1.76,36,32.0,23.0,4.0,16,3.0,29.0,24.0,1.31,1.8900000000000001,13.0,32.0,9.0,10.0
2013-12-01,15,12,9.0,0.0,13,7.0,11.0,11.0,0.61,1.02,28,31.0,27.0,4.0,20,10.0,31.0,6.0,1.23,1.99,3.0,39.0,20.0,5.0
2014-01-01,5,8,5.0,1.0,5,4.0,12.0,9.0,1.06,1.5,29,27.0,24.0,3.0,11,8.0,25.0,21.0,1.09,1.95,3.0,27.0,16.0,4.0
2014-02-01,-4,-5,-7.0,2.0,0,0.0,14.0,14.0,0.85,1.3,18,18.0,15.0,4.0,11,4.0,29.0,13.0,1.33,2.19,-3.0,17.0,10.0,4.0
2014-03-01,-3,-4,-11.0,9.0,0,1.0,13.0,13.0,0.44,0.8200000000000001,29,27.0,26.0,6.0,15,7.0,28.0,16.0,0.96,1.74,0.0,36.0,14.0,-1.0
2014-04-01,7,8,0.0,8.0,3,3.0,8.0,18.0,0.58,1.12,26,23.0,18.0,7.0,16,9.0,26.0,17.0,1.04,1.71,3.0,25.0,11.0,2.0
2014-05-01,8,4,1.0,5.0,11,4.0,21.0,14.0,0.86,1.81,26,28.0,26.0,9.0,17,9.0,29.0,21.0,0.97,1.6,13.0,33.0,15.0,7.0
2014-06-01,3,7,9.0,1.0,7,6.0,12.0,6.0,0.8,1.6,27,32.0,21.0,10.0,15,9.0,28.0,20.0,0.96,1.6600000000000001,8.0,30.0,13.0,4.0
2014-07-01,3,3,4.0,10.0,12,3.0,16.0,11.0,1.05,2.25,37,34.0,31.0,7.0,19,10.0,25.0,23.0,1.3,2.0100000000000002,4.0,35.0,13.0,6.0
2014-08-01,11,11,15.0,11.0,11,8.0,11.0,14.0,0.91,1.51,38,40.0,27.0,6.0,18,9.0,26.0,26.0,1.33,2.05,15.0,40.0,13.0,7.0
2014-09-01,14,19,17.0,7.0,17,13.0,11.0,21.0,1.09,1.75,38,35.0,26.0,10.0,18,6.0,32.0,31.0,1.28,2.13,17.0,30.0,29.0,9.0
2014-10-01,20,24,17.0,10.0,16,13.0,11.0,15.0,1.18,2.0,41,37.0,26.0,-1.0,17,9.0,26.0,29.0,1.49,2.0,16.0,35.0,20.0,5.0
2014-11-01,2,2,9.0,8.0,10,4.0,14.0,19.0,0.8,1.7,37,38.0,25.0,3.0,23,10.0,23.0,20.0,1.07,1.94,3.0,40.0,24.0,3.0
2014-12-01,4,5,-2.0,3.0,9,3.0,7.0,21.0,0.48,0.85,36,33.0,33.0,2.0,24,7.0,28.0,27.0,0.76,1.41,7.0,37.0,20.0,7.0
2015-01-01,6,0,1.0,4.0,4,3.0,4.0,23.0,0.59,0.85,29,30.0,23.0,4.0,16,10.0,29.0,32.0,0.6900000000000001,1.21,6.0,40.0,22.0,12.0
2015-02-01,-3,-5,-7.0,2.0,4,-3.0,9.0,22.0,0.18,0.36,32,27.0,26.0,6.0,11,12.0,27.0,28.0,0.55,1.08,-7.0,39.0,16.0,9.0
2015-03-01,-6,-5,-5.0,-3.0,5,-4.0,8.0,26.0,0.29,0.71,36,34.0,23.0,5.0,20,7.0,32.0,31.0,1.24,1.6400000000000001,-6.0,35.0,14.0,12.0
2015-04-01,-10,-14,-9.0,-2.0,6,1.0,11.0,22.0,0.63,1.06,43,35.0,27.0,9.0,17,14.0,30.0,28.0,0.86,1.21,-4.0,41.0,24.0,13.0
2015-05-01,1,3,9.0,6.0,6,6.0,18.0,22.0,0.33,0.87,38,37.0,29.0,7.0,22,14.0,35.0,28.0,0.99,1.44,5.0,40.0,17.0,15.0
2015-06-01,6,15,12.0,8.0,7,6.0,16.0,26.0,0.55,0.8,45,42.0,35.0,2.0,20,14.0,33.0,26.0,0.92,1.47,11.0,42.0,18.0,10.0
2015-07-01,7,13,5.0,2.0,1,1.0,15.0,23.0,0.73,1.8,43,40.0,28.0,10.0,21,3.0,29.0,34.0,1.22,1.5,9.0,42.0,21.0,6.0
2015-08-01,3,4,0.0,5.0,1,3.0,15.0,21.0,0.68,0.54,37,36.0,30.0,5.0,21,12.0,33.0,29.0,1.09,1.4000000000000001,5.0,32.0,19.0,11.0
2015-09-01,-3,-5,-11.0,3.0,6,-7.0,16.0,19.0,0.48,0.55,45,40.0,29.0,6.0,25,13.0,39.0,29.0,1.12,1.29,-6.0,45.0,16.0,9.0
2015-10-01,2,4,-8.0,-2.0,6,0.0,16.0,24.0,0.0,0.65,41,44.0,28.0,4.0,18,13.0,36.0,24.0,0.4,0.88,3.0,44.0,13.0,7.0
2015-11-01,1,0,0.0,0.0,2,0.0,7.0,21.0,0.2,0.67,27,32.0,25.0,1.0,14,12.0,19.0,7.0,0.96,1.06,-2.0,34.0,1.0,6.0
2015-12-01,-1,7,1.0,4.0,9,3.0,15.0,27.0,0.35000000000000003,0.81,22,23.0,21.0,7.0,17,8.0,22.0,25.0,1.3,1.67,-6.0,31.0,14.0,11.0
2016-01-01,-4,4,-2.0,3.0,11,8.0,19.0,27.0,0.44,0.53,27,23.0,26.0,7.0,20,14.0,30.0,17.0,0.98,1.27,-10.0,29.0,19.0,3.0
2016-02-01,-16,-12,-9.0,3.0,4,-3.0,12.0,22.0,-0.03,-0.6900000000000001,27,28.0,15.0,4.0,15,3.0,24.0,19.0,-0.32,0.3,-12.0,22.0,18.0,12.0
2016-03-01,22,16,12.0,5.0,7,11.0,18.0,19.0,0.51,0.76,34,42.0,23.0,2.0,15,8.0,25.0,16.0,0.87,1.21,6.0,19.0,17.0,8.0
2016-04-01,8,8,8.0,6.0,7,7.0,14.0,16.0,0.4,1.04,23,23.0,10.0,5.0,10,2.0,27.0,20.0,0.64,1.28,0.0,23.0,14.0,7.0
2016-05-01,0,3,-2.0,6.0,4,8.0,14.0,19.0,0.75,1.32,28,26.0,16.0,4.0,7,5.0,29.0,10.0,1.18,1.62,-11.0,15.0,2.0,1.0
2016-06-01,-9,-11,-7.0,4.0,1,-4.0,17.0,23.0,0.88,1.43,18,19.0,10.0,5.0,2,-5.0,31.0,18.0,1.16,1.36,-6.0,21.0,11.0,9.0
2016-07-01,6,7,1.0,8.0,5,2.0,16.0,16.0,0.7000000000000001,1.01,20,23.0,16.0,4.0,7,1.0,39.0,20.0,0.56,1.21,-2.0,16.0,20.0,5.0
2016-08-01,-4,-12,-10.0,3.0,4,-1.0,20.0,22.0,0.3,1.82,40,31.0,25.0,7.0,17,14.0,36.0,14.0,0.64,1.06,-7.0,29.0,9.0,0.0
2016-09-01,-4,-7,-8.0,1.0,-10,-1.0,13.0,18.0,0.35000000000000003,1.02,27,31.0,21.0,4.0,2,4.0,29.0,15.0,0.8200000000000001,1.36,-8.0,30.0,5.0,1.0
2016-10-01,7,-5,-1.0,5.0,7,0.0,17.0,18.0,1.56,1.16,35,29.0,26.0,8.0,17,7.0,31.0,20.0,0.92,1.43,-2.0,29.0,17.0,9.0
2016-11-01,1,5,0.0,4.0,4,3.0,13.0,21.0,0.91,1.03,43,40.0,30.0,4.0,17,7.0,23.0,25.0,1.62,1.99,1.0,37.0,16.0,7.0
2016-12-01,11,12,7.0,8.0,-3,11.0,16.0,10.0,0.89,1.79,47,48.0,40.0,13.0,22,15.0,35.0,21.0,1.57,1.85,11.0,46.0,11.0,4.0
2017-01-01,17,15,7.0,5.0,7,6.0,12.0,12.0,1.28,2.24,46,45.0,37.0,11.0,27,11.0,34.0,27.0,1.69,1.68,17.0,36.0,12.0,4.0
2017-02-01,16,20,10.0,9.0,7,12.0,19.0,11.0,1.69,2.33,52,53.0,44.0,9.0,28,18.0,37.0,34.0,1.61,2.5500000000000003,20.0,42.0,13.0,2.0
2017-03-01,14,22,15.0,9.0,18,17.0,20.0,22.0,1.48,2.81,41,43.0,34.0,11.0,25,13.0,40.0,17.0,0.9,0.9400000000000001,21.0,37.0,18.0,7.0
2017-04-01,21,27,16.0,6.0,6,9.0,20.0,16.0,1.57,2.45,44,47.0,42.0,6.0,25,14.0,37.0,26.0,1.6300000000000001,1.26,22.0,37.0,9.0,5.0
2017-05-01,2,4,-2.0,9.0,8,2.0,22.0,12.0,1.31,1.12,41,41.0,32.0,8.0,24,11.0,35.0,32.0,1.05,1.28,8.0,43.0,11.0,9.0
2017-06-01,13,14,7.0,8.0,7,1.0,11.0,18.0,1.1300000000000001,2.1,42,43.0,35.0,8.0,30,17.0,37.0,27.0,1.54,1.57,6.0,33.0,16.0,6.0
2017-07-01,10,16,10.0,8.0,10,8.0,19.0,16.0,1.12,2.15,48,48.0,37.0,8.0,32,17.0,38.0,33.0,1.24,1.29,10.0,42.0,14.0,5.0
2017-08-01,9,16,13.0,5.0,16,9.0,17.0,16.0,1.74,2.57,46,40.0,36.0,7.0,32,16.0,34.0,31.0,1.56,1.6600000000000001,10.0,44.0,18.0,9.0
2017-09-01,21,17,16.0,10.0,17,13.0,17.0,18.0,2.82,3.3000000000000003,43,42.0,34.0,3.0,30,19.0,32.0,18.0,1.76,1.8900000000000001,18.0,37.0,16.0,10.0
2017-10-01,15,18,7.0,16.0,12,9.0,23.0,16.0,1.06,2.02,45,42.0,37.0,11.0,22,13.0,33.0,28.0,1.87,2.02,16.0,41.0,17.0,4.0
2017-11-01,28,32,16.0,17.0,18,15.0,19.0,12.0,1.62,2.5500000000000003,44,40.0,32.0,8.0,24,6.0,36.0,32.0,1.48,1.8,32.0,43.0,20.0,5.0
2017-12-01,25,21,14.0,7.0,17,11.0,20.0,15.0,1.62,2.32,46,46.0,37.0,11.0,24,11.0,41.0,36.0,2.38,2.57,29.0,39.0,24.0,4.0
2018-01-01,20,20,15.0,19.0,10,6.0,24.0,18.0,1.33,2.04,45,38.0,33.0,14.0,23,10.0,36.0,30.0,1.6300000000000001,2.5100000000000002,17.0,38.0,20.0,9.0
2018-02-01,24,20,23.0,20.0,21,22.0,24.0,15.0,1.76,2.5500000000000003,45,41.0,33.0,15.0,26,11.0,39.0,37.0,1.81,2.81,22.0,37.0,27.0,5.0
2018-03-01,13,13,11.0,16.0,10,10.0,21.0,5.0,1.54,2.61,51,44.0,38.0,23.0,32,18.0,43.0,38.0,2.0300000000000002,2.72,6.0,40.0,18.0,3.0
2018-04-01,-4,1,1.0,18.0,14,13.0,27.0,12.0,1.41,2.59,39,35.0,23.0,14.0,33,10.0,46.0,30.0,2.05,3.09,-1.0,30.0,29.0,5.0
2018-05-01,18,19,20.0,21.0,18,13.0,27.0,5.0,2.08,3.5700000000000003,43,38.0,35.0,18.0,28,10.0,43.0,24.0,1.97,2.56,15.0,27.0,21.0,2.0
2018-06-01,16,22,20.0,19.0,25,14.0,30.0,1.0,2.18,4.14,48,44.0,37.0,22.0,33,12.0,41.0,31.0,1.75,2.31,10.0,36.0,26.0,4.0
2018-07-01,18,24,11.0,20.0,23,13.0,25.0,10.0,2.21,4.04,42,37.0,39.0,21.0,27,16.0,44.0,30.0,2.21,3.2600000000000002,18.0,31.0,27.0,4.0
2018-08-01,19,24,20.0,33.0,26,16.0,27.0,5.0,1.95,3.14,43,39.0,37.0,22.0,32,13.0,42.0,38.0,2.72,3.81,14.0,28.0,21.0,-3.0
2018-09-01,32,30,19.0,27.0,19,17.0,33.0,7.0,2.12,3.31,42,37.0,37.0,25.0,20,9.0,45.0,29.0,2.46,3.58,29.0,31.0,27.0,3.0
2018-10-01,13,18,18.0,22.0,17,13.0,29.0,3.0,2.97,6.140000000000001,46,42.0,33.0,18.0,30,14.0,55.0,36.0,2.87,3.62,9.0,37.0,22.0,0.0
2018-11-01,6,13,7.0,33.0,12,9.0,32.0,7.0,2.57,5.09,33,29.0,30.0,18.0,30,12.0,52.0,35.0,2.88,3.73,2.0,22.0,17.0,3.0
2018-12-01,-17,0,-15.0,18.0,15,7.0,29.0,10.0,2.59,4.84,25,24.0,24.0,10.0,26,5.0,48.0,26.0,2.47,3.14,-18.0,19.0,17.0,5.0
2019-01-01,-6,-7,4.0,8.0,17,5.0,31.0,5.0,4.2700000000000005,5.12,32,33.0,23.0,-5.0,22,10.0,50.0,30.0,3.45,4.12,-6.0,28.0,10.0,1.0
2019-02-01,12,15,3.0,7.0,13,10.0,29.0,11.0,2.0100000000000002,2.5,34,30.0,30.0,6.0,18,2.0,51.0,20.0,2.08,2.69,3.0,24.0,10.0,4.0
2019-03-01,-2,8,0.0,6.0,20,7.0,31.0,17.0,2.32,3.23,37,35.0,28.0,4.0,16,8.0,45.0,24.0,2.11,2.7,5.0,26.0,6.0,4.0
2019-04-01,4,4,-3.0,12.0,18,-6.0,26.0,19.0,2.49,5.29,44,35.0,32.0,12.0,17,12.0,51.0,28.0,3.36,3.9,8.0,27.0,14.0,1.0
2019-05-01,2,6,0.0,2.0,17,5.0,37.0,21.0,1.81,2.35,27,29.0,20.0,1.0,22,5.0,66.0,32.0,1.98,2.5,4.0,15.0,14.0,6.0
2019-06-01,5,0,-2.0,9.0,6,1.0,26.0,19.0,1.95,1.98,23,26.0,16.0,7.0,11,5.0,53.0,26.0,2.05,2.73,4.0,10.0,21.0,-1.0
2019-07-01,-11,-14,-20.0,4.0,-1,-7.0,22.0,17.0,3.09,2.68,30,34.0,22.0,2.0,12,3.0,45.0,17.0,2.85,3.45,-15.0,24.0,9.0,7.0
2019-08-01,-1,-3,-4.0,2.0,-3,0.0,21.0,10.0,1.74,2.33,22,31.0,12.0,1.0,10,-3.0,47.0,14.0,1.85,2.41,-4.0,13.0,8.0,7.0
2019-09-01,-8,-14,-12.0,2.0,4,-10.0,24.0,16.0,2.32,2.11,13,22.0,14.0,0.0,9,5.0,53.0,15.0,1.72,2.17,-9.0,6.0,8.0,0.0
2019-10-01,5,0,-1.0,0.0,7,2.0,18.0,9.0,1.55,2.36,23,33.0,25.0,5.0,15,13.0,51.0,7.0,1.67,2.68,2.0,14.0,1.0,6.0
2019-11-01,0,-3,3.0,8.0,7,2.0,22.0,17.0,1.97,1.75,35,32.0,31.0,6.0,12,8.0,57.0,8.0,1.57,2.2,1.0,22.0,8.0,4.0
2019-12-01,-2,-8,-9.0,8.0,6,-7.0,27.0,18.0,2.46,2.47,35,32.0,30.0,4.0,12,11.0,46.0,7.0,1.6,1.85,-3.0,28.0,8.0,3.0
2020-01-01,15,12,13.0,12.0,16,11.0,22.0,29.0,1.44,1.04,41,37.0,33.0,6.0,20,23.0,48.0,12.0,1.6400000000000001,1.55,15.0,18.0,12.0,4.0
2020-02-01,2,-12,5.0,7.0,-1,-13.0,23.0,12.0,3.48,3.08,31,39.0,24.0,18.0,13,6.0,32.0,11.0,2.95,4.29,6.0,23.0,2.0,2.0
2020-03-01,11,4,-10.0,24.0,-8,5.0,21.0,10.0,1.45,1.62,-14,-15.0,14.0,16.0,5,-11.0,41.0,11.0,1.46,1.74,-18.0,-25.0,8.0,1.0
2020-04-01,-72,-64,-53.0,24.0,-20,-34.0,0.0,17.0,1.1400000000000001,2.04,-14,-17.0,-11.0,9.0,-15,-20.0,0.0,-17.0,0.79,1.62,-85.0,-37.0,-22.0,5.0
2020-05-01,-27,-35,-36.0,19.0,-16,-23.0,-3.0,10.0,1.28,1.03,5,7.0,-3.0,11.0,1,3.0,24.0,-12.0,1.56,1.8,-47.0,-7.0,-33.0,7.0
2020-06-01,7,12,9.0,9.0,-2,2.0,1.0,8.0,1.02,1.86,51,47.0,53.0,-3.0,24,25.0,35.0,8.0,1.69,2.34,4.0,53.0,-9.0,3.0
2020-07-01,16,9,15.0,13.0,-4,10.0,13.0,10.0,0.66,0.91,53,47.0,42.0,21.0,25,14.0,41.0,7.0,1.85,1.95,10.0,45.0,-15.0,6.0
2020-08-01,20,15,15.0,16.0,19,12.0,12.0,6.0,1.04,1.51,37,29.0,34.0,6.0,30,13.0,37.0,20.0,0.72,1.78,19.0,26.0,3.0,-1.0
2020-09-01,20,27,25.0,26.0,22,20.0,13.0,2.0,0.53,1.54,46,45.0,38.0,8.0,41,12.0,46.0,31.0,1.46,2.36,26.0,48.0,20.0,3.0
2020-10-01,27,22,21.0,27.0,18,20.0,26.0,-2.0,0.88,1.84,33,25.0,23.0,1.0,23,5.0,43.0,20.0,1.47,1.9100000000000001,25.0,40.0,11.0,9.0
2020-11-01,20,15,14.0,20.0,14,11.0,24.0,-3.0,1.24,2.29,36,33.0,29.0,11.0,31,9.0,35.0,20.0,1.71,2.45,20.0,33.0,5.0,-3.0
2020-12-01,9,19,9.0,36.0,19,16.0,31.0,1.0,1.83,2.21,33,27.0,22.0,16.0,27,16.0,45.0,35.0,2.27,2.87,5.0,31.0,6.0,0.0
2021-01-01,5,14,7.0,38.0,23,14.0,20.0,-4.0,2.31,3.5,27,25.0,21.0,19.0,35,5.0,50.0,13.0,2.22,3.23,9.0,17.0,3.0,-5.0
2021-02-01,15,13,12.0,44.0,21,20.0,30.0,-4.0,3.13,4.91,23,16.0,16.0,13.0,36,8.0,50.0,22.0,3.0300000000000002,3.88,8.0,21.0,7.0,-1.0
2021-03-01,19,12,16.0,59.0,22,14.0,28.0,-8.0,3.47,5.97,31,28.0,27.0,15.0,35,13.0,60.0,21.0,3.36,4.32,18.0,30.0,14.0,-7.0
2021-04-01,15,17,13.0,57.0,20,17.0,33.0,-11.0,5.36,7.49,36,33.0,32.0,23.0,40,14.0,63.0,36.0,3.7600000000000002,4.6000000000000005,18.0,43.0,13.0,-11.0
2021-05-01,16,20,14.0,68.0,29,17.0,32.0,-9.0,5.19,9.290000000000001,38,34.0,39.0,42.0,46,14.0,64.0,43.0,4.3,6.28,20.0,37.0,16.0,-11.0
2021-06-01,15,40,12.0,67.0,22,11.0,40.0,-17.0,4.68,9.49,49,37.0,33.0,33.0,51,18.0,67.0,38.0,4.8500000000000005,5.46,22.0,36.0,17.0,-7.0
2021-07-01,16,23,16.0,64.0,35,9.0,45.0,-20.0,6.95,11.11,42,33.0,30.0,20.0,52,12.0,61.0,43.0,5.0,5.73,21.0,31.0,23.0,-14.0
2021-08-01,13,11,8.0,62.0,19,13.0,47.0,-11.0,9.15,11.16,39,28.0,32.0,28.0,45,13.0,66.0,34.0,5.01,6.26,-7.0,24.0,17.0,-13.0
2021-09-01,0,-16,-2.0,60.0,21,3.0,41.0,-14.0,8.76,13.83,41,28.0,37.0,27.0,50,20.0,70.0,36.0,5.7,6.2,-1.0,21.0,12.0,-19.0
2021-10-01,4,9,3.0,64.0,26,10.0,39.0,-11.0,9.07,12.75,33,27.0,29.0,33.0,45,13.0,69.0,38.0,5.7,6.5200000000000005,-2.0,18.0,17.0,-14.0
2021-11-01,11,9,6.0,57.0,26,13.0,38.0,-19.0,7.45,11.92,37,28.0,28.0,23.0,44,12.0,68.0,35.0,5.76,6.4,1.0,14.0,14.0,-13.0
2021-12-01,8,14,14.0,35.0,20,10.0,38.0,-10.0,8.61,13.91,45,33.0,33.0,11.0,44,6.0,71.0,35.0,5.69,6.88,-2.0,14.0,15.0,-13.0
2022-01-01,9,3,3.0,47.0,6,7.0,41.0,-13.0,10.24,14.68,39,24.0,37.0,19.0,39,10.0,57.0,28.0,7.11,6.28,-5.0,20.0,15.0,-13.0
2022-02-01,-8,-1,-10.0,43.0,22,3.0,36.0,-13.0,9.09,12.52,45,39.0,36.0,17.0,41,15.0,67.0,39.0,5.03,5.63,-7.0,23.0,19.0,-13.0
2022-03-01,5,8,7.0,45.0,21,16.0,39.0,-15.0,9.38,11.290000000000001,30,11.0,18.0,25.0,36,-1.0,62.0,37.0,5.65,6.44,-10.0,2.0,19.0,-10.0
2022-04-01,10,-4,13.0,34.0,20,12.0,41.0,-9.0,9.16,12.21,25,12.0,13.0,10.0,41,-3.0,63.0,30.0,5.44,6.1000000000000005,-16.0,-8.0,16.0,-16.0
2022-05-01,-12,-18,-9.0,22.0,9,-1.0,40.0,-13.0,9.94,15.01,16,-7.0,3.0,12.0,14,-5.0,65.0,26.0,5.49,7.15,-22.0,-20.0,18.0,-7.0
2022-06-01,-17,-20,-9.0,9.0,16,,37.0,-3.0,10.31,12.88,11,-4.0,11.0,-4.0,20,,64.0,21.0,4.86,5.7700000000000005,-32.0,-28.0,10.0,-14.0
2022-07-01,7,-10,-7.0,0.0,8,,30.0,0.0,8.92,12.49,20,7.0,14.0,-10.0,20,,61.0,29.0,4.46,6.29,-13.0,-10.0,14.0,-9.0
2022-08-01,-8,-20,-5.0,-14.0,11,,27.0,-5.0,9.31,12.47,15,4.0,14.0,-32.0,28,,65.0,29.0,4.3500000000000005,4.9,-14.0,-10.0,18.0,-5.0
2022-09-01,14,-11,-4.0,-11.0,0,,40.0,-8.0,7.66,10.34,18,13.0,14.0,-15.0,19,,61.0,20.0,4.5,5.14,-5.0,-7.0,22.0,-9.0
2022-10-01,-3,-22,-9.0,-15.0,0,,34.0,-2.0,8.620000000000001,12.81,-4,-16.0,-7.0,-24.0,10,,47.0,8.0,4.8,6.08,-16.0,-30.0,18.0,0.0
2022-11-01,-8,-14,-16.0,-10.0,-1,,25.0,1.0,9.91,10.19,15,3.0,6.0,-15.0,20,,55.0,20.0,5.29,5.11,-6.0,-1.0,8.0,-5.0
2022-12-01,5,-4,-10.0,-25.0,3,,37.0,2.0,7.63,9.08,-10,-13.0,1.0,-25.0,10,,43.0,17.0,3.9,4.36,-6.0,-20.0,10.0,1.0
